New York Giants,3rd,1st,10,CAR,0,C,Newton,Pass,14
New York Giants,3rd,2nd,10,CAR,34,C,Newton,Pass,0
New York Giants,3rd,3rd,10,CAR,34,D,Williams,Rush,2
New York Giants,3rd,4th,8,CAR,36,C,Newton,Pass,17
New York Giants,3rd,1st,10,NYG,47,M,Tolbert,Rush,0
New York Giants,3rd,2nd,10,NYG,47,C,Newton,Pass,16
New York Giants,3rd,1st,10,NYG,31,C,Newton,Pass,7
New York Giants,3rd,2nd,3,NYG,24,D,Williams,Rush,2
New York Giants,3rd,3rd,1,NYG,22,C,Newton,Rush,2
New York Giants,3rd,1st,10,NYG,20,C,Newton,Pass,11
New York Giants,3rd,1st,0,NYG,9,D,Williams,Rush,8
New York Giants,3rd,2nd,0,NYG,1,C,Newton,Rush,0
New York Giants,3rd,3rd,0,NYG,1,C,Newton,Rush,1
New York Giants,3rd,1st,10,CAR,0,N,Cam,Pass,12
New York Giants,4th,1st,10,CAR,45,C,Newton,Pass,16
New York Giants,4th,1st,10,NYG,39,C,Newton,Pass,-13
New York Giants,4th,2nd,22,CAR,49,C,Newton,Pass,0
New York Giants,4th,1st,10,CAR,25,C,Newton,Pass,33
New York Giants,4th,1st,10,NYG,42,C,Newton,Pass,3
New York Giants,4th,2nd,7,NYG,39,C,Newton,Pass,5
New York Giants,4th,1st,10,NYG,29,C,Newton,Pass,4
New York Giants,4th,2nd,6,NYG,25,C,Newton,Pass,17
New York Giants,4th,1st,0,NYG,8,C,Newton,Pass,0
New York Giants,4th,2nd,0,NYG,8,C,Newton,Pass,0
New York Giants,4th,3rd,0,NYG,8,C,Newton,Pass,0
New York Giants,4th,1st,5,CAR,17,D,Anderson,Pass,23
New York Giants,4th,1st,10,CAR,40,D,Anderson,Pass,9
New York Giants,4th,2nd,1,CAR,49,D,Anderson,Pass,14
Chicago Bears,1st,1st,10,CAR,20,J,Stewart,Rush,2
Chicago Bears,1st,2nd,8,CAR,22,C,Newton,Pass,0
Chicago Bears,1st,3rd,8,CAR,22,C,Newton,Pass,18
Chicago Bears,1st,1st,10,CAR,40,C,Newton,Pass,0
Chicago Bears,1st,2nd,10,CAR,40,J,Stewart,Rush,-1
Chicago Bears,1st,3rd,11,CAR,39,C,Newton,Pass,10
Chicago Bears,1st,1st,10,CAR,5,J,Stewart,Rush,0
Chicago Bears,1st,2nd,10,CAR,5,J,Stewart,Rush,2
Chicago Bears,1st,3rd,8,CAR,7,C,Newton,Pass,9
Chicago Bears,1st,1st,10,CAR,16,M,Tolbert,Rush,4
Chicago Bears,1st,2nd,6,CAR,20,C,Newton,Pass,0
Chicago Bears,1st,3rd,6,CAR,20,C,Newton,Pass,-6
Chicago Bears,1st,1st,10,CAR,20,C,Newton,Pass,62
Chicago Bears,1st,1st,20,CHI,28,C,Newton,Pass,5
Chicago Bears,1st,2nd,15,CHI,23,C,Newton,Pass,0
Chicago Bears,1st,3rd,15,CHI,23,C,Newton,Pass,7
Chicago Bears,1st,1st,10,CHI,16,D,Williams,Rush,7
Chicago Bears,2nd,2nd,3,CHI,9,C,Newton,Pass,0
Chicago Bears,2nd,1st,10,CAR,29,J,Stewart,Rush,-2
Chicago Bears,2nd,2nd,12,CAR,27,C,Newton,Pass,9
Chicago Bears,2nd,3rd,3,CAR,36,C,Newton,Pass,8
Chicago Bears,2nd,1st,10,CAR,44,C,Newton,Pass,0
Chicago Bears,2nd,2nd,10,CAR,44,J,Stewart,Rush,1
Chicago Bears,2nd,1st,10,50,50,C,Newton,Pass,0
Chicago Bears,2nd,2nd,10,50,50,J,Stewart,Rush,9
